label,avg_sentence_length,num_topics,ratio_numerical_words,ratio_seed_words,ratio_grammar_errors
0,15.4251968503937,3,0.0181496237273129,0.0209290454313425,0
1,27.466666666666665,1,0.0070422535211267,0.0242718446601941,0
1,21.0,3,0.0,0.1428571428571428,0
0,17.071428571428573,2,0.0137254901960784,0.00836820083682,0
0,37.09090909090909,2,0.0024509803921568,0.0147058823529411,0
1,18.0,3,0.0273833671399594,0.0163398692810457,0
0,55.52941176470589,2,0.0084299262381454,0.0625,0
0,23.90909090909091,3,0.0037453183520599,0.0342205323193916,0
0,17.0,3,0.0,0.0,0
0,21.166666666666668,1,0.0,0.0236220472440944,0
0,24.0,3,0.0,0.0,0
0,24.428571428571427,1,0.0054054054054054,0.0116959064327485,0
1,42.5,1,0.0,0.0470588235294117,0
0,28.75,3,0.0068965517241379,0.0208695652173913,0
1,22.4,1,0.0,0.0446428571428571,0
0,17.197183098591548,2,0.0392156862745098,0.0016380016380016,0
0,32.0,3,0.0,0.0625,0
1,31.0,3,0.0114777618364418,0.0102639296187683,0
1,20.5,1,0.0057471264367816,0.1158536585365853,0
0,15.0,3,0.0,0.0666666666666666,0
1,29.07692307692308,2,0.0122399020807833,0.0555555555555555,0
1,33.0,1,0.0075187969924812,0.053030303030303,0
1,15.88679245283019,2,0.0,0.0249406175771971,0
1,25.616666666666667,2,0.0012277470841006,0.0253741054001301,0
1,29.41176470588235,2,0.0122377622377622,0.01,0
0,28.3,2,0.0017513134851138,0.0706713780918728,0
1,20.444444444444443,2,0.0261904761904761,0.0380434782608695,0
0,17.692307692307693,2,0.0041322314049586,0.0391304347826087,0
0,40.1,3,0.0141176470588235,0.0698254364089775,0
0,64.0,1,0.0101010101010101,0.0208333333333333,0
0,21.4,3,0.009009009009009,0.0218068535825545,0
0,34.87234042553192,3,0.0084541062801932,0.0170835875533862,0
1,28.5,2,0.005813953488372,0.023391812865497,0
0,16.5,3,0.0,0.0606060606060606,0
0,19.8,2,0.0052840158520475,0.0375180375180375,0
0,30.428571428571427,2,0.0,0.0187793427230046,0
1,34.44444444444444,2,0.0062893081761006,0.064516129032258,0
0,27.0,1,0.0,0.0781893004115226,0
1,24.90909090909091,3,0.0017316017316017,0.0565693430656934,0
1,17.153846153846153,2,0.0278884462151394,0.0538116591928251,0
1,25.0,2,0.0095923261390887,0.0186666666666666,0
0,26.444444444444443,2,0.0467625899280575,0.0462184873949579,0
0,36.1764705882353,3,0.003220611916264,0.0227642276422764,0
1,20.607526881720432,2,0.0020402958428972,0.014088181581007,0
0,36.85714285714285,2,0.0191570881226053,0.0736434108527131,0
1,32.75,3,0.0075757575757575,0.0458015267175572,0
1,35.285714285714285,1,0.0040485829959514,0.020242914979757,0
1,26.07317073170732,1,0.0028011204481792,0.0280636108512628,0
1,25.63157894736842,2,0.0041322314049586,0.0431211498973305,0
1,20.416666666666668,1,0.0110294117647058,0.0653061224489796,0
1,16.5,3,0.0,0.106060606060606,0
1,29.035714285714285,2,0.0012091898428053,0.045510455104551,0
1,28.6,2,0.0044444444444444,0.0349650349650349,0
0,23.94117647058824,2,0.0,0.0663390663390663,0
0,19.379310344827587,2,0.0044150110375275,0.0047449584816132,0
0,19.72222222222222,2,0.0137931034482758,0.0084507042253521,0
0,18.928571428571427,3,0.0005091649694501,0.028032345013477,0
0,30.857142857142858,1,0.0046082949308755,0.0277777777777777,0
0,26.605263157894736,3,0.0234375,0.0118694362017804,0
0,23.0,3,0.0,0.0434782608695652,0
0,28.266666666666666,2,0.0022779043280182,0.0235849056603773,0
0,30.25,2,0.0,0.0454545454545454,0
1,17.692307692307693,2,0.0083333333333333,0.0391304347826087,0
0,24.761904761904763,3,0.0028116213683223,0.0326923076923076,0
1,32.73076923076923,3,0.0054644808743169,0.008225616921269,0
0,28.545454545454547,3,0.002356637863315,0.0103503184713375,0
0,30.0,3,0.0238095238095238,0.1333333333333333,0
0,21.0,3,0.0,0.0476190476190476,0
0,33.529411764705884,3,0.0069565217391304,0.0263157894736842,0
1,9.0,3,0.0,0.0,0
0,27.5625,2,0.0209205020920502,0.0317460317460317,0
1,33.95652173913044,1,0.0072202166064981,0.0166453265044814,0
1,33.0,1,0.0097087378640776,0.0505050505050505,0
1,18.96875,3,0.0151285930408472,0.0181219110378912,0
0,30.28846153846154,3,0.0291319857312722,0.0158730158730158,0
0,21.53703703703704,3,0.010970464135021,0.0146173688736027,0
1,31.33333333333333,2,0.0,0.0372340425531914,0
0,37.8,2,0.0,0.0,0
1,34.0,2,0.0,0.1470588235294117,0
0,12.0,3,0.0,0.0,0
0,23.047619047619047,2,0.0079207920792079,0.0206611570247933,0
1,23.818181818181817,2,0.0114068441064638,0.015267175572519,0
1,25.666666666666668,3,0.0055555555555555,0.0241187384044526,0
0,32.857142857142854,2,0.0111111111111111,0.0072463768115942,0
0,27.176470588235293,3,0.0102459016393442,0.0281385281385281,0
0,35.142857142857146,2,0.0111940298507462,0.016260162601626,0
0,29.75862068965517,3,0.0195227765726681,0.0139049826187717,0
0,47.18181818181818,2,0.0038022813688212,0.0134874759152215,0
0,25.4,2,0.0,0.0603674540682414,0
0,32.083333333333336,2,0.0025316455696202,0.0363636363636363,0
0,19.0,3,0.0,0.0526315789473684,0
0,49.333333333333336,2,0.0022075055187637,0.0405405405405405,0
0,19.575,3,0.0036630036630036,0.0613026819923371,0
0,34.0,3,0.0,0.0588235294117647,0
1,24.27692307692308,2,0.005991611743559,0.0221799746514575,0
0,27.0625,2,0.0,0.069284064665127,0
0,14.0,3,0.0,0.0476190476190476,0
1,28.25925925925926,1,0.0018621973929236,0.0557011795543905,0
1,27.1,2,0.0073260073260073,0.033210332103321,0
1,27.55263157894737,2,0.0044483985765124,0.0305635148042024,0
0,31.184615384615384,2,0.0014071294559099,0.0064134188455846,0
0,44.52,3,0.0035335689045936,0.0107816711590296,0
1,33.0,3,0.0,0.0606060606060606,0
0,58.0,2,0.0284090909090909,0.043103448275862,0
1,20.6,1,0.0380952380952381,0.029126213592233,0
0,17.0,3,0.0,0.0196078431372549,0
0,21.9375,2,0.0053191489361702,0.0284900284900284,0
0,25.0,2,0.0027624309392265,0.0342857142857142,0
0,17.0,3,0.0,0.0,0
0,45.54545454545455,2,0.0058252427184466,0.0698602794411177,0
0,23.045454545454547,2,0.0046860356138706,0.0069033530571992,0
1,16.513513513513512,3,0.0046868342564976,0.0476969838671966,0
0,18.05263157894737,2,0.0056980056980056,0.0174927113702623,0
0,32.89473684210526,2,0.0047169811320754,0.0624,0
1,31.5,2,0.0,0.0634920634920634,0
1,45.0,1,0.0096153846153846,0.0888888888888888,0
1,33.5,2,0.0048780487804878,0.0497512437810945,0
1,31.0,2,0.0,0.075268817204301,0
1,32.5,2,0.0,0.0769230769230769,0
0,44.833333333333336,3,0.0055555555555555,0.0223048327137546,0
1,18.33333333333333,1,0.006514657980456,0.0109090909090909,0
0,21.0,2,0.0050251256281407,0.0628571428571428,0
1,19.0,3,0.0,0.0526315789473684,0
0,20.071428571428573,1,0.0,0.0,0
0,16.55,2,0.003003003003003,0.0302114803625377,0
